Id,CollateralID,Indexation,Valuation_Currency,Valuation_Date,gross_value,DiscountedValue,is_primary,ChangeType,CreatedDate,LastModifiedDate
kvinb01583,uuw93372577,True,USD,2013-06-13,4005614.00,431943.00,True,CREATE,2014-09-20 11:38:51,2013-02-27 08:17:14
aottk37249,ysi74119270,True,GBP,2013-06-11,954579.00,925549.00,True,CREATE,2013-12-16 10:21:23,2015-03-04 03:04:42
elgcd97485,dls37639419,True,USD,2014-03-01,558224.00,6825360.00,True,UPDATE,2014-05-09 11:20:04,2016-08-09 05:35:39
gjjff07653,tsp32722357,False,GBP,2010-11-26,39545142.00,321757.00,False,UPDATE,2012-07-23 03:45:42,2014-07-22 01:43:54
dftjx01563,ekf61104836,True,GBP,2013-10-04,99275237.00,9555621.00,False,UPDATE,2011-12-03 09:31:54,2013-01-23 09:19:38
zptnf20508,yjj22532628,False,USD,2010-04-24,388416.00,537697.00,False,UPDATE,2010-03-05 04:44:30,2016-12-27 12:11:19
vzncb56907,uom80361155,True,USD,2010-11-26,420783.00,712912.00,False,CREATE,2014-02-18 06:28:00,2016-05-29 08:19:00
jsfwb01538,syv10813668,True,GBP,2012-09-17,9318454.00,423009.00,True,UPDATE,2011-06-22 11:41:43,2015-04-14 02:27:16
psfwa65657,emh41064729,False,USD,2010-11-09,4242545.00,7967880.00,True,CREATE,2014-07-18 06:47:24,2015-05-03 08:55:26
twszn71507,sda05760586,False,USD,2014-04-13,55447806.00,685703.00,False,CREATE,2010-03-20 05:58:26,2013-04-14 05:59:53
qjywf75312,bvc58219922,False,GBP,2011-11-29,4104484.00,851476.00,False,UPDATE,2014-12-03 05:56:42,2015-10-31 04:21:46
dnydo05845,flm43383103,True,USD,2011-02-03,783915.00,47581628.00,True,UPDATE,2011-07-02 08:49:15,2016-09-14 07:07:14
uaxbh36612,gto31978027,True,GBP,2011-02-16,591016.00,92789497.00,False,UPDATE,2015-05-02 03:32:01,2013-03-22 11:05:39
eqwlj59592,jdn88976330,True,GBP,2010-07-22,7854391.00,568321.00,True,CREATE,2011-07-22 07:37:32,2016-06-09 07:24:23
tynlh60179,dvw69742510,False,USD,2011-10-03,780835.00,967843.00,False,UPDATE,2015-02-02 03:58:46,2015-10-10 05:14:53
uohgb24197,ypu62981099,True,GBP,2010-10-17,9647148.00,253250.00,False,UPDATE,2013-08-11 12:18:36,2015-11-01 02:29:03
ifhum47958,cta08536927,False,GBP,2015-01-03,34346866.00,978211.00,True,UPDATE,2013-04-02 05:47:11,2016-10-22 12:37:26
qhdqy66936,doq42760369,False,GBP,2012-01-30,686118.00,517322.00,True,UPDATE,2011-06-17 12:03:02,2014-10-29 09:34:27
yavdq16494,rfp42880049,False,USD,2012-08-17,336810.00,756914.00,False,UPDATE,2013-05-13 12:57:27,2014-01-24 10:21:49
kjtqe79398,rtn80741407,True,USD,2010-06-20,700134.00,413578.00,True,UPDATE,2013-04-16 07:00:09,2013-02-02 04:26:54
sjjjg65891,ueq99333675,False,USD,2010-02-05,784184.00,33237.00,False,UPDATE,2013-07-13 06:47:26,2014-11-29 01:44:44
ynnfw78456,kvf76272059,False,GBP,2012-03-08,677202.00,6287285.00,False,CREATE,2014-01-27 03:33:30,2015-06-24 03:52:06
edtnc09270,xit67146130,True,GBP,2011-09-24,249692.00,962452.00,False,CREATE,2013-09-28 11:42:30,2015-03-09 02:53:17
xtcze18593,occ77410190,False,USD,2013-09-15,8597317.00,231705.00,False,UPDATE,2013-02-06 04:00:34,2012-08-13 12:46:02
sdfhf75767,asv39809217,True,USD,2012-01-04,536140.00,38930973.00,True,UPDATE,2014-11-12 06:44:30,2012-09-13 07:09:33
ttpxx35884,bxy12591104,False,USD,2010-05-20,54680106.00,6315790.00,True,UPDATE,2011-09-02 01:37:32,2012-11-19 04:01:58
clzfm88942,lpi83324806,True,GBP,2011-12-09,1421897.00,67978.00,True,UPDATE,2014-07-27 06:35:00,2012-07-05 02:07:40
uuxqs27450,gzw67198699,True,GBP,2011-04-15,474669.00,54747627.00,True,UPDATE,2013-07-07 06:04:03,2015-11-11 11:14:31
lxmly35118,noz12366893,False,GBP,2013-05-21,514368.00,579847.00,False,CREATE,2013-08-13 08:34:29,2013-02-08 07:28:21
tbhne71354,oyj43541800,False,USD,2011-10-18,594464.00,104790.00,False,CREATE,2011-06-15 11:02:17,2013-08-26 05:23:07
fkzrd26867,enk40446325,False,GBP,2010-10-06,9434595.00,148981.00,False,UPDATE,2015-05-09 05:36:03,2014-10-20 01:37:44
ftngl49126,wxy99061267,False,GBP,2015-01-30,55345769.00,86203.00,True,CREATE,2011-04-23 03:25:06,2012-02-20 04:58:36
beyln44236,ffc34047616,False,USD,2012-09-13,9396163.00,75285.00,False,CREATE,2010-09-10 08:16:01,2012-03-05 04:20:27
vmpxz00269,jmj38559341,False,USD,2010-06-14,262862.00,152245.00,False,CREATE,2014-12-23 01:27:26,2015-05-26 10:11:48
ylvkl15931,yzv37174484,False,USD,2014-12-09,2010399.00,9355711.00,True,UPDATE,2012-02-16 03:28:21,2014-06-10 06:28:05
gxkuz03953,vcp09678730,True,USD,2010-11-29,317882.00,58480453.00,False,CREATE,2012-03-12 01:09:03,2012-05-21 03:06:38
snstw92009,lcs83594803,True,GBP,2012-10-16,237678.00,564736.00,True,CREATE,2014-04-08 02:52:11,2015-10-03 03:16:04
zcgsv08203,shu76111274,False,GBP,2014-09-20,51734433.00,76135537.00,False,CREATE,2011-07-22 05:06:09,2015-11-22 04:20:51
nulfy09522,cmf60514397,False,GBP,2014-10-09,52901.00,29565183.00,False,UPDATE,2011-09-28 04:48:01,2013-01-05 04:16:40
czbrm29686,qdn09390989,True,GBP,2013-09-15,7155726.00,7731842.00,False,CREATE,2012-08-07 02:37:43,2013-06-06 02:12:15
whkmj17182,lla40079941,False,GBP,2013-06-29,653695.00,34560290.00,True,UPDATE,2011-02-01 06:00:21,2013-04-07 09:00:49
dpzco77577,itc83146470,True,GBP,2012-01-20,46316076.00,63715648.00,True,UPDATE,2012-03-18 06:31:09,2013-08-17 04:25:14
xcawi58111,qwz50230230,False,USD,2014-06-05,949874.00,942404.00,True,CREATE,2014-12-21 08:35:28,2016-12-29 08:13:04
qjefr14389,skg20468526,False,USD,2014-05-14,9055043.00,317549.00,False,CREATE,2012-09-12 02:51:05,2013-07-25 06:16:32
wxvlp44038,ikp37090616,True,GBP,2013-12-26,49275208.00,9376713.00,False,UPDATE,2010-04-21 10:06:42,2014-05-29 03:18:37
ucxgd53269,drq88823293,True,GBP,2014-05-01,712486.00,15902540.00,False,UPDATE,2010-03-27 12:52:32,2013-05-23 02:10:54
lyakn80980,die42027163,True,USD,2013-03-10,538690.00,966960.00,True,UPDATE,2014-06-14 10:25:59,2012-09-17 02:13:41
mdfnm21147,rlz01677399,True,USD,2012-07-16,777283.00,3307.00,False,UPDATE,2014-09-15 09:31:42,2015-06-08 04:44:07
sbnlx97961,eti52323976,False,USD,2010-05-14,3701423.00,281522.00,False,CREATE,2012-11-13 04:00:12,2013-10-24 08:01:38
mtsvx99020,rjg55615422,False,GBP,2014-11-30,37667212.00,8828906.00,True,CREATE,2014-02-15 04:58:07,2014-07-16 04:37:19
guxgn52538,add05390484,False,USD,2011-08-17,93392490.00,38738377.00,True,UPDATE,2012-02-01 06:00:15,2014-02-06 01:16:41
okuxz04027,fmh85712086,False,USD,2014-09-13,57440.00,42239.00,True,UPDATE,2011-07-07 02:42:51,2014-02-14 08:49:37
acfyd97108,vtd57397169,False,USD,2014-06-09,19419769.00,129662.00,False,CREATE,2013-08-31 09:37:27,2012-07-27 03:32:33
fnayp91989,cdg79038491,False,GBP,2013-12-28,4919716.00,244203.00,False,UPDATE,2014-06-03 02:49:48,2014-05-21 07:45:57
nhrsy37247,trp97367588,True,GBP,2010-09-27,474742.00,824544.00,False,CREATE,2011-02-23 09:27:54,2014-12-01 11:26:23
wnqxs10216,swy44412379,True,USD,2013-10-18,33696783.00,89082922.00,True,CREATE,2011-04-23 01:42:21,2015-01-26 08:42:17
fdgtw60803,czo26418515,False,USD,2014-11-17,7205597.00,596591.00,False,UPDATE,2014-02-12 11:29:22,2016-03-08 05:25:55
jkybc98839,ltn35164350,True,GBP,2011-12-15,83580431.00,345276.00,True,UPDATE,2010-04-10 01:45:47,2017-02-09 05:24:30
ctcec25367,iux79385948,False,GBP,2015-01-16,8420361.00,2577774.00,True,CREATE,2012-07-06 09:27:01,2017-04-04 08:09:54
kdcqs22866,exm48534388,False,USD,2010-04-23,89786946.00,444637.00,False,UPDATE,2010-03-26 11:48:58,2014-06-03 04:53:17
cjmyj50851,sbs17441802,False,GBP,2011-05-12,192712.00,442549.00,True,CREATE,2012-07-31 08:31:41,2016-05-22 01:40:30
xftfz58491,ayi44137386,False,GBP,2012-12-11,716150.00,5858877.00,False,UPDATE,2011-05-16 05:47:31,2012-03-02 12:19:00
cwrhq40692,wfz67662938,True,USD,2011-05-04,209978.00,937269.00,True,CREATE,2014-10-15 09:04:25,2014-11-22 03:05:49
ixxkh83839,eyr19242039,False,USD,2012-10-09,542510.00,9300453.00,True,CREATE,2012-03-11 07:16:04,2015-11-14 12:17:33
ritst32497,ccw93773515,False,USD,2014-02-18,26483289.00,37019050.00,True,CREATE,2012-08-02 01:16:30,2015-11-15 10:05:18
nujva49454,nrx15186380,False,USD,2013-02-21,684249.00,69905860.00,False,CREATE,2015-04-24 04:15:02,2013-07-23 01:37:13
iyhny56477,wzl61728444,False,USD,2010-02-07,644529.00,63585938.00,False,CREATE,2014-04-05 04:41:35,2013-12-05 01:59:26
yrqyd82996,dsv26907965,True,GBP,2015-04-23,245425.00,474235.00,True,CREATE,2013-11-28 02:04:21,2012-11-20 03:14:16
rezgq56556,mkf28040025,True,GBP,2010-10-19,7603214.00,403803.00,True,UPDATE,2012-11-26 04:01:23,2013-01-03 03:28:07
xiotm16541,kyh49374616,False,GBP,2012-04-10,602276.00,80724826.00,False,CREATE,2012-10-14 11:19:01,2014-03-20 05:43:31
pobww96427,kng26016911,True,GBP,2013-01-16,635728.00,9158181.00,False,CREATE,2011-02-17 09:58:16,2013-07-25 12:19:45
zlgdu26713,aqm87612447,True,GBP,2013-12-09,793719.00,807499.00,True,UPDATE,2015-01-11 01:44:32,2016-09-03 10:29:42
grngj79031,cnt65029217,False,USD,2011-02-03,4620314.00,693949.00,True,UPDATE,2010-08-20 05:10:20,2014-08-20 12:06:43
czqtp39772,nte86437895,False,GBP,2010-01-28,916434.00,8691316.00,False,CREATE,2013-10-08 09:44:24,2016-01-16 08:58:34
xpsib92646,gxy42054169,True,USD,2014-06-22,9171364.00,960821.00,False,CREATE,2012-05-17 01:54:16,2013-03-20 04:39:09
eihio55817,ozu57096896,False,GBP,2012-05-31,5077199.00,298013.00,False,UPDATE,2010-03-02 02:17:42,2013-03-29 12:30:09
gtwts98716,bgi46134159,True,GBP,2010-05-20,99445950.00,472528.00,True,UPDATE,2012-06-23 10:48:00,2016-03-15 02:26:50
hkufb27193,kys54147845,True,USD,2011-10-09,7906302.00,228009.00,False,UPDATE,2013-10-16 08:38:06,2017-03-19 02:50:03
dqvlo82097,hzl70814737,False,GBP,2015-01-28,8878107.00,508990.00,True,CREATE,2010-04-22 12:39:43,2013-09-15 12:09:27
emlrq18936,ywv63866038,True,USD,2011-04-22,111923.00,849381.00,False,UPDATE,2015-01-17 01:34:55,2014-08-12 02:30:08
rxcsz15825,jpz61073189,True,USD,2010-05-14,485070.00,754510.00,False,CREATE,2013-02-19 03:30:14,2016-09-14 03:32:37
lgvkq99607,gir38640428,True,USD,2014-01-26,507132.00,185910.00,True,UPDATE,2014-01-28 10:39:53,2015-01-27 02:47:09
qzigq38748,msi40857929,False,USD,2013-12-06,360554.00,6459419.00,True,UPDATE,2011-01-05 06:16:10,2017-01-11 05:55:51
bkqfb25310,ugj60705020,False,GBP,2013-08-21,434886.00,441269.00,False,CREATE,2011-05-27 06:36:44,2016-05-11 11:47:37
hwigt37386,yky77169243,False,GBP,2014-01-17,5717736.00,45720812.00,False,CREATE,2013-12-15 05:45:20,2014-05-12 09:14:37
duczf57979,qqe38220245,False,USD,2011-10-31,361943.00,676449.00,True,CREATE,2013-10-09 07:04:22,2014-12-21 06:32:20
nxicc32372,yyr74482769,False,USD,2011-10-03,89145763.00,485656.00,False,UPDATE,2013-11-21 10:59:56,2012-05-22 11:58:54
kjrwr66844,khw95877488,True,GBP,2014-11-03,343161.00,6564457.00,True,UPDATE,2011-09-12 05:42:18,2014-01-16 04:00:39
hqukg36616,kew77826577,False,USD,2011-10-02,7924513.00,344018.00,True,CREATE,2010-08-18 01:02:14,2012-08-20 09:38:20
ncaup66341,pdf63430403,False,GBP,2010-06-13,37150.00,74146945.00,False,CREATE,2012-07-05 09:36:20,2014-01-11 02:01:48
wplnx58009,kqi77564749,False,GBP,2010-03-30,130372.00,4677519.00,True,CREATE,2014-12-17 04:50:11,2016-06-03 08:46:43
kcmfg62597,ylw03434023,False,GBP,2011-08-04,4095656.00,4604254.00,False,UPDATE,2010-09-14 01:17:21,2012-11-18 05:37:20
kjkzl40353,fgz61381693,True,USD,2010-05-17,30769072.00,421113.00,True,CREATE,2010-12-03 10:49:09,2014-12-25 02:06:26
qmyuo35247,rho44054072,False,USD,2015-03-04,82980.00,456906.00,False,UPDATE,2014-02-23 03:05:03,2014-04-23 08:32:27
bhksw10152,jzx99033239,False,USD,2012-05-01,8285565.00,832554.00,False,UPDATE,2011-04-30 04:26:29,2014-08-10 12:06:44
brsrk23502,emc92360509,False,GBP,2011-06-06,44783242.00,763851.00,False,UPDATE,2014-05-24 04:06:58,2016-12-20 11:45:40
cevht20700,eot79363420,True,USD,2014-06-19,8229038.00,209961.00,True,CREATE,2014-10-06 11:52:22,2014-07-30 02:02:47
vydyy92987,icq87836344,False,USD,2010-12-09,9692678.00,335709.00,False,UPDATE,2010-08-06 08:40:18,2013-08-26 01:43:50
maooq94668,aah60036163,False,GBP,2013-10-26,23585406.00,136855.00,True,UPDATE,2014-08-21 10:00:07,2015-10-11 11:59:28
mgmtc93172,ddd06824714,True,GBP,2010-06-26,215265.00,169123.00,False,CREATE,2014-09-23 10:44:43,2016-09-18 05:13:39
vjsix78694,ofm78283217,False,USD,2014-10-13,4493824.00,97676.00,False,CREATE,2012-12-01 11:05:55,2013-05-02 03:07:21
aqdzl04641,yhy54563828,False,GBP,2014-08-28,8981348.00,9933657.00,True,UPDATE,2015-02-19 09:03:34,2013-11-09 12:47:50
uppcr86080,tmd77126864,True,GBP,2011-11-16,55011318.00,29171332.00,False,UPDATE,2013-05-28 11:49:07,2015-12-24 11:42:56
wybdb87101,wwi45556372,True,USD,2011-07-18,808376.00,119394.00,True,UPDATE,2014-07-12 12:55:18,2015-07-23 08:55:24
mywgx90798,bit31133588,True,GBP,2014-08-16,141145.00,435547.00,False,UPDATE,2013-09-19 06:20:45,2015-12-23 03:40:50
nmdsy15590,cpo35566450,True,GBP,2015-01-09,3100839.00,3393297.00,False,CREATE,2011-09-23 05:24:11,2012-05-24 12:23:25
plvyg80214,tsc33201990,False,GBP,2014-06-15,648696.00,25795.00,False,CREATE,2013-06-29 05:52:51,2016-11-28 10:14:36
yfwit79402,evp55310615,True,GBP,2013-07-02,1916402.00,725486.00,False,CREATE,2013-05-17 10:58:17,2015-09-19 09:27:45
bsngv05692,lhr79462614,True,GBP,2014-03-24,5979057.00,2711143.00,True,UPDATE,2010-07-08 06:29:31,2017-01-31 07:45:08
eockv06871,ans85447032,False,GBP,2014-02-06,3637715.00,62764531.00,False,CREATE,2014-04-19 08:11:51,2017-05-12 11:24:32
rwzih36343,qko19820634,False,USD,2015-03-03,741247.00,70232364.00,False,UPDATE,2013-10-27 05:06:34,2016-06-23 02:05:40
xkgiz51867,qhz60477199,True,USD,2014-05-20,47598976.00,306280.00,True,CREATE,2014-04-10 04:06:37,2015-09-28 10:36:19
xnoob93581,qiz54961381,True,GBP,2013-08-28,6072664.00,41661514.00,True,CREATE,2012-08-11 04:31:57,2015-12-07 01:17:20
ayuer77628,gli73952965,True,USD,2014-03-27,946436.00,246876.00,False,CREATE,2014-04-09 06:40:35,2016-01-16 06:34:06
vpciz84869,ylj72145136,False,GBP,2014-07-25,423286.00,15332665.00,True,UPDATE,2011-10-10 04:59:05,2013-11-13 10:12:43
dqdnq59659,cml26006187,False,USD,2013-01-07,297848.00,908566.00,True,UPDATE,2013-02-19 08:40:16,2014-05-05 05:58:43
wtvpt69765,jwi73243666,True,GBP,2013-06-26,9941096.00,598980.00,True,UPDATE,2013-02-19 12:56:45,2016-04-14 11:27:40
ubrop79180,ulg43015978,False,USD,2014-10-07,842094.00,796836.00,True,UPDATE,2012-10-04 09:58:58,2012-06-09 07:53:20
jvdqg65417,jdi91075545,False,USD,2011-09-27,730722.00,912555.00,True,CREATE,2010-05-13 04:02:39,2014-01-22 12:33:32
ssxhe98167,xxf99273980,True,USD,2011-06-20,537341.00,891523.00,True,UPDATE,2012-02-13 11:58:19,2013-03-27 11:46:50
zcgdc26672,vaa07509142,False,USD,2010-11-19,664894.00,2544136.00,False,UPDATE,2012-09-05 11:51:53,2016-05-22 05:21:47
bfzrq23127,lbt22998717,True,GBP,2013-05-31,246500.00,849850.00,True,CREATE,2013-05-21 10:06:28,2012-03-05 11:15:03
nzffk51897,vhg14864334,False,USD,2015-04-29,17744.00,11553460.00,False,CREATE,2013-12-26 05:38:21,2014-06-10 11:19:14
dllxz11919,bks01784077,False,USD,2015-04-03,8377571.00,74585001.00,False,UPDATE,2014-05-10 02:22:20,2012-04-14 05:04:00
hqfrw46045,ned91257816,True,GBP,2011-01-06,6853678.00,85379644.00,True,UPDATE,2013-06-27 12:39:36,2012-04-04 07:07:50
xzdzg54245,zvh02889527,True,USD,2014-07-19,706049.00,65048555.00,False,UPDATE,2011-01-27 05:57:35,2015-07-18 05:58:53
zjffj11692,nxo87746877,True,USD,2012-06-03,2876147.00,30883140.00,True,UPDATE,2012-07-06 04:10:15,2012-07-06 01:20:09
vbbsy00919,vio89836309,False,GBP,2011-05-31,85161.00,82863.00,True,UPDATE,2014-01-26 07:11:34,2014-04-26 12:08:33
uegfj47366,hgw00007692,True,GBP,2015-04-04,62848626.00,87304387.00,True,UPDATE,2015-04-08 08:00:13,2016-07-22 01:53:47
pmuzm44070,dmo20817163,True,GBP,2011-11-28,709459.00,829672.00,False,UPDATE,2014-02-19 05:04:41,2012-09-09 04:18:17
kjcxf63950,esf02555009,False,GBP,2011-01-25,649610.00,5153595.00,True,CREATE,2012-01-22 07:40:26,2013-08-18 07:56:14
ggmuq37528,vfk82648552,True,GBP,2011-08-25,5790231.00,7625979.00,False,CREATE,2014-01-14 11:55:30,2016-06-07 11:06:29
swiee47745,vck78866395,True,USD,2011-06-26,4716517.00,4314722.00,False,UPDATE,2014-08-08 02:55:08,2014-12-10 01:33:06
zucfs93067,idk73963531,True,USD,2013-11-19,85814.00,580174.00,True,UPDATE,2011-05-26 06:21:35,2016-08-02 10:24:06
nxrhc49975,gat34505095,False,GBP,2010-04-16,453968.00,95653.00,False,CREATE,2014-08-23 06:44:28,2013-08-26 10:50:02
vkfgr02479,zrq51110627,False,USD,2010-11-20,2679036.00,140584.00,True,UPDATE,2014-03-31 02:58:03,2012-02-12 06:37:55
vgqsz44366,tnl64472835,False,USD,2013-11-29,83815719.00,984829.00,True,CREATE,2014-09-18 12:58:04,2013-06-13 03:17:06
xrdxx00081,suw36245882,False,USD,2012-09-27,12040373.00,392440.00,False,UPDATE,2013-10-02 01:30:01,2012-08-25 01:59:56
csvsc23063,esf32009525,True,GBP,2014-07-27,98642468.00,5697915.00,False,CREATE,2011-07-26 08:41:51,2014-02-19 05:11:11
oouru56059,hde05395552,False,USD,2014-09-12,685788.00,30827211.00,True,CREATE,2011-10-02 04:39:34,2015-07-17 10:43:12
zdrtf28709,ucn94877974,True,GBP,2015-02-14,6240516.00,497661.00,False,UPDATE,2013-06-18 10:58:06,2016-09-08 05:27:44
oemlw80280,zvl57437321,True,USD,2013-07-08,5715575.00,314871.00,True,UPDATE,2013-02-28 06:58:38,2012-07-14 07:19:13
nlzmy79597,bac88619848,True,USD,2015-04-15,38547955.00,84815229.00,False,UPDATE,2014-08-10 10:56:30,2016-04-05 02:48:32
ynedo27796,gwk79241343,False,GBP,2012-12-31,1999905.00,973684.00,True,UPDATE,2013-09-14 04:45:18,2016-02-15 02:15:34
bytpk13657,ker23386059,False,GBP,2013-02-09,331786.00,87492900.00,False,UPDATE,2012-12-02 03:09:57,2012-07-26 01:51:19
kvsvr44125,pfa43123818,False,USD,2014-01-02,23672.00,659551.00,False,UPDATE,2010-04-04 09:43:33,2017-02-28 12:35:49
mbulm92139,yfr09031142,False,USD,2013-01-18,370472.00,799532.00,False,CREATE,2012-08-17 11:22:47,2016-06-28 03:21:19
ujpwv70956,mxg43996510,False,USD,2011-04-16,818944.00,563929.00,False,CREATE,2011-07-07 03:30:58,2012-08-28 11:58:13
wpovq34842,yzc24482280,False,GBP,2011-02-16,231386.00,684509.00,True,CREATE,2014-04-25 11:37:54,2016-10-15 02:16:07
wwyqh73106,qdx50391074,True,GBP,2014-11-10,65047469.00,47949169.00,False,CREATE,2013-09-22 07:36:04,2016-11-27 04:59:59
oipvv65945,ooh20073290,False,GBP,2014-08-13,11661930.00,8390396.00,True,UPDATE,2014-04-21 03:20:22,2013-12-25 03:20:00
rivva10261,fqt60188711,True,GBP,2015-03-22,942813.00,3118244.00,True,CREATE,2014-02-13 10:39:58,2014-09-20 04:37:15
ufcun38604,ykg41786051,False,USD,2011-02-06,46794574.00,891170.00,True,UPDATE,2012-11-20 02:21:12,2012-11-17 07:15:35
bvgma73352,ook32599197,True,USD,2012-04-08,440081.00,876047.00,False,UPDATE,2012-09-24 07:15:45,2013-06-14 05:35:16
tnkvz52627,zmq45445566,True,GBP,2010-05-10,2991330.00,47496.00,True,CREATE,2013-06-23 01:52:23,2015-08-08 12:38:12
nxpnl57112,gbx52143774,False,USD,2010-09-01,654719.00,796258.00,True,CREATE,2013-02-22 10:33:36,2016-04-01 10:30:29
akaox37910,tdj50230019,True,USD,2014-12-08,531591.00,5752.00,True,UPDATE,2010-10-14 02:58:37,2015-11-21 11:05:02
cxrqe34315,bsy35036549,True,GBP,2014-09-04,47219663.00,70882296.00,True,CREATE,2011-06-07 06:52:14,2013-07-05 11:04:45
gaxet00813,hjw33242865,False,USD,2015-03-06,131626.00,346070.00,True,CREATE,2013-02-10 04:45:45,2016-12-16 10:14:51
ppone06042,hla78277742,True,GBP,2015-03-01,736163.00,61790415.00,False,UPDATE,2011-11-11 03:55:35,2015-08-30 07:42:10
jllid25381,tbv24767013,False,GBP,2014-09-17,45433342.00,538722.00,False,UPDATE,2015-04-10 10:47:39,2013-09-09 07:11:17
qwtad34285,huw57371659,False,USD,2011-11-03,1243480.00,28945684.00,True,CREATE,2011-09-12 11:09:03,2017-05-03 08:31:09
kyiby54505,wii96076750,True,USD,2011-10-31,9918782.00,94715418.00,True,CREATE,2010-04-13 01:38:50,2014-07-18 11:39:41
czlcv50507,haj79400774,True,USD,2010-02-22,47447.00,760196.00,True,CREATE,2011-08-11 07:44:56,2015-12-04 03:05:35
nasld26370,vdf34947635,False,GBP,2014-04-30,30258029.00,948129.00,False,UPDATE,2013-05-07 11:11:32,2015-06-27 04:35:54
gtcdb01619,qmg34061353,True,GBP,2014-12-17,205740.00,456922.00,False,CREATE,2012-06-22 03:04:14,2013-05-16 11:50:44
xbkuk53613,vxt16048321,False,GBP,2015-01-30,99456963.00,190478.00,False,CREATE,2010-11-12 12:55:01,2015-08-14 04:30:31
ohnam93731,psj38161781,True,USD,2013-02-08,32438387.00,947108.00,False,CREATE,2013-12-14 04:11:25,2016-01-04 03:20:17
uesso45223,lnw31945056,False,GBP,2012-05-05,6215689.00,218290.00,True,UPDATE,2015-02-15 03:00:08,2012-02-14 09:35:45
affcf35053,yvy14231647,False,GBP,2012-04-04,804917.00,34393250.00,False,UPDATE,2012-12-18 05:44:49,2016-05-26 01:21:28
mwdcc21973,acu35257719,True,GBP,2012-07-31,143004.00,1392158.00,False,UPDATE,2011-03-11 06:06:29,2016-11-11 02:18:54
ttikd08943,zdc54826886,False,GBP,2013-01-27,50613963.00,4014676.00,False,UPDATE,2012-11-21 02:31:16,2014-01-28 05:46:28
ztwlg43577,fqm58092386,False,USD,2012-07-04,61076.00,97937881.00,True,CREATE,2014-05-31 09:28:29,2012-06-28 03:33:25
ntfva34413,trl35290863,False,USD,2010-11-10,58221402.00,175852.00,True,CREATE,2012-11-11 08:53:30,2014-07-15 02:35:44
juygd30975,cjz84170074,False,USD,2010-01-17,869447.00,49562757.00,False,UPDATE,2011-03-30 04:53:18,2012-04-07 05:52:08
onmxk53165,way05582174,False,USD,2013-05-27,34785694.00,169163.00,False,UPDATE,2013-01-09 02:19:58,2015-03-02 12:35:40
twlrv14975,ocu87694748,True,GBP,2013-04-12,801756.00,2219633.00,True,CREATE,2014-03-08 10:11:05,2014-03-09 04:02:59
ahfxj22686,gfe87140804,True,GBP,2012-11-28,6006287.00,1967839.00,False,CREATE,2013-12-15 04:26:48,2013-11-17 07:28:08
tuakb99623,pwl65803280,False,GBP,2014-11-22,989287.00,33406624.00,False,CREATE,2014-06-17 08:32:59,2017-01-25 09:21:22
mrrvd53135,rmy98216917,True,USD,2010-10-18,177818.00,8719299.00,False,CREATE,2012-07-20 06:35:06,2017-01-24 01:08:20
jxcib03988,ylq76059222,False,USD,2012-11-03,709194.00,7950061.00,False,CREATE,2010-07-26 02:03:53,2013-07-03 04:09:27
qutws49437,ldh08665360,False,USD,2012-07-09,317329.00,37638.00,True,UPDATE,2011-06-12 05:20:14,2016-03-28 02:30:40
ultha27681,zze80582403,True,GBP,2012-04-07,339242.00,2065493.00,True,CREATE,2012-12-22 06:28:11,2015-03-06 05:33:56
dkaze68332,lqr79573206,True,GBP,2012-04-15,203129.00,4775812.00,True,CREATE,2010-05-08 04:26:32,2012-05-04 08:45:26
pkjqf12632,hhb23502475,False,USD,2013-07-17,172612.00,688052.00,True,UPDATE,2015-01-14 03:57:58,2012-04-28 07:24:06
jexbu52824,seh70923230,False,GBP,2012-04-30,8196173.00,9101910.00,False,CREATE,2012-09-17 02:27:07,2016-02-28 09:58:22
oyfoz82821,vwc82656431,False,USD,2013-09-23,7828496.00,32365512.00,False,UPDATE,2014-01-29 08:17:59,2016-11-26 11:37:04
taaut42888,swk04602155,False,GBP,2010-09-24,465801.00,76063.00,True,UPDATE,2011-07-26 08:20:57,2013-03-30 09:48:52
kibhr91429,hig07524169,False,USD,2012-11-24,17162.00,5543516.00,False,CREATE,2011-10-19 12:18:29,2014-10-14 04:10:53
xtppb44785,qic87050263,False,GBP,2010-04-14,24210995.00,224014.00,False,UPDATE,2011-03-27 04:14:04,2013-05-09 12:22:52
mfxol32749,ywf94898373,True,GBP,2011-07-25,9053702.00,78576.00,False,CREATE,2010-05-27 11:24:32,2015-06-24 07:05:30
mnqpt89889,xqx25272144,False,GBP,2013-06-15,6427071.00,34338872.00,True,CREATE,2014-06-11 10:44:16,2012-07-08 10:15:34
dwezc17295,wvf37383865,True,GBP,2015-04-22,454245.00,69906869.00,False,CREATE,2013-07-15 11:01:45,2017-04-06 11:51:32
rehqz85631,dqu50518923,False,GBP,2010-02-13,260974.00,8306553.00,False,CREATE,2012-06-27 02:45:38,2012-01-21 05:02:32
sjyfj18750,fnx41526366,True,USD,2013-03-05,8818325.00,4812653.00,True,UPDATE,2015-04-04 07:38:37,2016-04-07 02:20:04
ikyth95257,kdg05692941,True,GBP,2013-05-26,211271.00,23582183.00,True,CREATE,2011-04-02 07:21:51,2013-05-14 03:36:24
